Product ID,Code,Product Name,Image URL,Created Date,CHR File Name,DP URL,Brand,DP Categories,Sub-Folders,Notes,Description,Attributes,Sales Rep,Dealer,Unit of Measure,Budgeted Cost,Actual Cost,Qty,Nested Products
14056889,*CL-1,INTELLECT WAVE,https://content.designerpages.com/assets/82412733/Wavechaircant15.jpg,2024-06-14 14:37:39 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - LEARNING,,,Cantilever chair with polypropylene seat and back with chrome base.,"Model #: IWC18CHPEVNG|DIMENSIONS: |Overall Width: 20 3/8""|Overall Depth: 20 1/2""|Overall Height: 32 1/4""|Seat Height: 18 1/8""|FEATURES: |Seat & Back: Molded Polypropylene|Base: Cantilever Base",,,,,,850,Everglade Shade - KI|Chrome - KI
13711420,*DSK-1,TEXT,https://content.designerpages.com/assets/80625882/textdesk.png,2024-06-14 15:08:00 UTC,,http://designerpages.com/manufacturers/virco-2,Virco,DESK - STUDENT,,,Height-adjustable desk with hard plastic top and T-base legs.,"Model #: DESK-TD2128YADJM-GRY91-GRY02|DIMENSIONS: |Width: 28""|Depth: 21 3/8""|Height: 26"" - 34""|FEATURES: |Top: Hard plastic top|Frame: Metal",,,,,,850,Grey Nebula - Virco|Silver Mist - Virco
14054179,CA-1,TENOR,https://content.designerpages.com/assets/82412609/SteelcaseTenorchair.jpg,2025-12-09 18:39:42 UTC,,http://designerpages.com/manufacturers/steelcase,Steelcase,CHAIR - ACTIVITY,,,"Plastic chair with bag hook, foot bar, and on casters.","Model #: SLCFH|DIMENSIONS: |Width: 17.625""|Depth: 21.75""|Overall Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Plastic seat & back. |Legs: Steel frame on casters for hard flooring.
",,,,,,72,Honey - Steelcase|Sterling Metallic - Steelcase
13890772,CA-2,EPIX,https://content.designerpages.com/assets/82410620/KeilhauerEpixplasticshellwith4legbasenoarms.png,2025-12-09 18:39:43 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - ACTIVITY,,,Plastic shell side chair with 4-leg steel base and no arms.,"Model #: 76200-PC05|DIMENSIONS: |Width: 20""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Plastic shell. |Legs: 4-leg steel base. 
Include glides for hard floor. ",,,,,,52,Teal - Keilhauer|Shale - Keilhauer
13890772,CA-3,EPIX,https://content.designerpages.com/assets/82410633/KeilhauerEpixformedfeltshellwith4legbasenoarms.png,2025-12-09 18:39:44 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - ACTIVITY,,,"Side chair with a formed felt shell, no arms, and 4-leg steel base.","Model #: 76210-PC01|DIMENSIONS: |Width: 20""|Depth: 21.5""|Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Formed felt shell.|Legs: 4-leg steel base.
Include glides for hard floor.",,,,,,72,Silver - Keilhauer|Onyx - Keilhauer
13890772,CA-4,EPIX,https://content.designerpages.com/assets/82410634/KeilhauerEpixformedfeltshellwith4legbasewitharms.png,2025-12-09 18:39:45 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - ACTIVITY,,,"Side chair with a formed felt shell, arms and 4-leg steel base","Model #: 76240-PC01|DIMENSIONS: |Width: 22.25""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Formed felt shell.|Legs: 4-leg steel base.
Include glides for hard floor.",,,,,,12,Silver - Keilhauer|Onyx - Keilhauer
13890772,CA-5,EPIX,https://content.designerpages.com/assets/82410626/KeilhauerEpixplasticshellwith4legbasewitharms.png,2025-12-09 18:39:47 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - ACTIVITY,,,"Side chair with a plastic shell, arms and 4-leg steel base.","Model #: 76230|DIMENSIONS: |Width: 22.25""|Depth: 21.5""|Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Plastic shell. |Legs: 4-leg steel base.
Include glides for carpet floor.",,,,,,8,Silver - Keilhauer|Teal - Keilhauer
14056896,CC-1,ALBA,https://content.designerpages.com/assets/82412741/9to5SeatingAlba.png,2025-12-09 18:39:48 UTC,,http://designerpages.com/manufacturers/9to5-seating,9 to 5 Seating,CHAIR - CONFERENCE,,Confirm textile quantities and reserve amount needed immediately.,Mid-back upholstered conference chair with arms and a five-star base with casters.,"Model #: 2450 / S3 |DIMENSIONS: |Width: 21.5""|Depth: 27.5""|Overall Height: 31.5"" - 36""|Seat Height: 16.5""|Back Width: 18""|Back Height: 16.5""|FEATURES: |Seat & Back: Upholstered seat & back.|Arm Style : Fixed wrapped around arm (A24C) - Chrome. |Controls: Swivel Tilt (S3).|Base: 27” Mid-Profile Aluminum Base (BA12P) - Polished.|Casters: Large Diameter Carpet Casters (C6) - Black.",,,,,,44,Ultraleather - Ultrafabrics|Polish Aluminum - 9 to 5 Seating
14056890,CC-2,LIMELITE,https://content.designerpages.com/assets/82412734/KILimelite4legarmcastersseatpad.png,2025-12-09 18:39:49 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - CONFERENCE,,Confirm textile quantities and reserve amount needed immediately.,"Conference chair with arms, an upholstered seat, and 4-leg with casters.","Model #: LL2211-PSP-CH-UCBL|DIMENSIONS: |Width: 23.5""|Depth: 20""|Overall Height: 33.25""|Seat Height: 17.5""|Arm Height: 25.5""|FEATURES: |Seat & Back: Poly shell with upholstered seat.|Arms: With arms.|Legs: 4-leg with casters for carpet flooring.",,,,,,28,Surf's Up - KI|Color Field - KnollTextiles|Chrome - KI
14056897,CD-1,BOLTON,https://content.designerpages.com/assets/82412742/AISBolton.png,2025-12-09 18:39:49 UTC,,http://designerpages.com/manufacturers/ais,AIS ,CHAIR - DESK,,Confirm textile quantities and reserve amount needed immediately.,Ergonomic high-back task chair with upholstered seat and solid mesh back.,"Model #: 4400LUMBAR|DIMENSIONS: |Width: 26""|Depth: 24""|Overall Height: 41-45""|Seat Height: 16""-20""|Arm Height: 7.5""|Lumbar Apex Height: 8""-10""|FEATURES: |Seat: Upholstered seat.|Back: High back with height adjustable lumbar support in black.|Arm: Height, depth, width, rotation arms (4D).|Mechanism: Tension Adjustable Synchro-Tilt with Seat Slider.|Base/Frame: Polymer Black base.|Casters: Hard wheel casters for carpet floors. ",,,,,,201,Solid Mesh - AIS |Article - Carnegie Fabrics|Black - AIS 
13890772,CG-1,EPIX,https://content.designerpages.com/assets/82410628/KeilhauerEpixplasticshellwith4legbasewalnutwitharms.png,2025-12-09 18:39:50 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - GUEST,,Confirm textile quantities and reserve amount needed immediately.,"Side chair with a plastic shell, upholstered seat pad, arms and walnut legs.","Model #: 76252-WAN|DIMENSIONS: |Width: 22.25""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18.75""|FEATURES: |Seat & Back: Plastic shell with upholstered seat pad.|Legs: 4-leg walnut base.
Include glides for carpet floor.",,,,,,81,Ecru - Keilhauer|Farra - Momentum Textiles|Natural Walnut - Keilhauer
13890772,CG-2,EPIX,https://content.designerpages.com/assets/82410623/KeilhauerEpixplasticshellwith4legbasewalnutseatpadwithnoarms.png,2025-12-09 18:39:51 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - GUEST,,Confirm textile quantities and reserve amount needed immediately.,"Side chair with a plastic shell, upholstered seat pad and 4-leg walnut legs.","Model #: 76222-WAN|DIMENSIONS: |Width: 20""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18.75""|FEATURES: |Seat & Back: Plastic shell with upholstered seat pad.|Legs: 4-leg walnut base.
Include glides for carpet floor.",,,,,,42,Ecru - Keilhauer|Farra - Momentum Textiles|Natural Walnut - Keilhauer
14056891,CL-1,INTELLECT WAVE,https://content.designerpages.com/assets/82412735/KIIntellectWavechaircant15.jpg,2025-12-09 18:39:52 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - LEARNING,,,Cantilever chair with polypropylene seat and back with chrome base.,"Model #: IWC18CHPEVNG|DIMENSIONS: |Overall Width: 20 3/8""|Overall Depth: 20 1/2""|Overall Height: 32 1/4""|Seat Height: 18 1/8""|FEATURES: |Seat & Back: Molded Polypropylene|Base: Cantilever Base",,,,,,574,Everglade Shade - KI|Chrome - KI
14056892,CL-2,INTELLECT WAVE,https://content.designerpages.com/assets/82412736/KIIntellectWave4legcasters.png,2025-12-09 18:39:52 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - LEARNING,,,Large polypropylene chair with 4-legs chair and casters.,"Model #: IW418C-EV-CH|DIMENSIONS: |Width: 20.75""|Depth: 20""|Overall Height: 32.25""|Seat Height: 18.25""|FEATURES: |Seat & Back: Polypropylene seat & back.|Legs: 4-leg with caster for hard floor. ",,,,,,50,Everglade Shade - KI|Chrome - KI
14056584,CL-3,LUPO STOOL,https://content.designerpages.com/assets/82410655/VSLupostoolstandardheight.png,2025-12-09 18:39:53 UTC,,http://designerpages.com/manufacturers/vs-america,VS America ,CHAIR - LEARNING,,,Standard height polypropylene skid stool with back and welded steel tube frame,"Model #: 03428|DIMENSIONS: |Seat Width: 14.6""|Seat Height: 18.15""|FEATURES: |Seat & Back: Polypropylene with air-cushion seat. |Frame: Welded steel tube with a U-shaped skid base. 
Include glides for hard floor.",,,,,,16,Black Grey - VS America |Black - VS America 
14056907,CM-1,JIMINY,https://content.designerpages.com/assets/82412761/NationalJiminy.png,2025-12-09 18:39:54 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,CHAIR - MULTIPURPOSE,,,"Upholstered-seat, mesh-back multipurpose chair with arms and casters.","Model #: N52GHAC|DIMENSIONS: |Width: 23.5""|Depth: 22""|Overall Height: 33.5""|Seat Height: 17.75""|Arm Height: 26.5""|FEATURES: |Seat: Upholstered seat.|Back: Mesh back.|Arm: Depth adjustable arms.|Base/Frame: Steel frame with powder coat paint on casters for carpet floors.",,,,,,64,Black Mesh - National by Kimball International|Santorini - Arc-Com|Platinum Metallic - National by Kimball International
14056893,CM-2,LIMELITE,https://content.designerpages.com/assets/82412738/KILimelite4legnoarmcasters.png,2025-12-09 18:39:55 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - MULTIPURPOSE,,,"Armless multipurpose chair with poly shell, 4-leg base with casters.","Model #: LL2100-PSP-CH-UCBL|DIMENSIONS: |Width: 22.5""|Depth: 20""|Overall Height: 33.25""|Seat Height: 17.5""|FEATURES: |Seat & Back: One-piece polypropylene shell.|Legs: 4-leg with dual surface casters, Black.",,,,,,26,Surf's Up - KI|Chrome - KI
13890772,CP-1,EPIX,https://content.designerpages.com/assets/82410621/KeilhauerEpixplasticshellwith4legbasenoarms.png,2025-12-09 18:39:55 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - PUBLIC,,,Plastic shell side chair with 4-leg steel base and no arms.,"Model #: 76200-PC05|DIMENSIONS: |Width: 20""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Plastic shell. |Legs: 4-leg steel base. 
Include glides for hard floor. ",,,,,,5,Ecru - Keilhauer|Shale - Keilhauer
13890772,CP-2,EPIX,https://content.designerpages.com/assets/82410627/KeilhauerEpixplasticshellwith4legbasewitharms.png,2025-12-09 18:39:56 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,CHAIR - PUBLIC,,,"Side chair with plastic shell, arms and 4-leg steel base.","Model #: 76230-PC05|DIMENSIONS: |Width: 22.25""|Depth: 21.5""|Overall Height: 32"" |Seat Height: 18""|FEATURES: |Seat & Back: Plastic shell. |Legs: 4-leg steel base.
Include glides for hard floor.",,,,,,2,Ecru - Keilhauer|Shale - Keilhauer
14056894,CP-3,LIMELITE,https://content.designerpages.com/assets/82412739/KILimelite4legnoarmglides.png,2025-12-09 18:39:57 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - PUBLIC,,,"Armless multipurpose chair with poly shell, 4-leg base with glides","Model #: LL1100-PSP-CH|DIMENSIONS: |Width: 21.75""|Depth: 22.24""|Overall Height: 33.25""|Seat Height: 17.5""|FEATURES: |Seat & Back: One-piece polypropylene. |Legs: 4-leg with glides for hard floor.",,,,,,6,Surf's Up - KI|Chrome - KI
14038368,CR-1a,VIIVA,https://content.designerpages.com/assets/82410631/SourceViiva.png,2025-12-09 18:39:57 UTC,,http://designerpages.com/manufacturers/source-international-2,Source International ,CHAIR - SPECIAL,,,"Armless chair with a wood back, upholstered waterfall seat, and four legs.","Model #: 151FL-LBNZ-WMD-PG|DIMENSIONS: |Overall Width: 19.5""|Overall Depth: 20""|Overall Height: 31.5""|Seat Height: 18""|FEATURES: |Seat: Upholstered waterfall seat.|Back: Wood back.|Legs/Frame : Metal leg with standard powder coat. 
Include glides for hard floor.",,,,,,26,Omega - Arc-Com|Weathered Medium - Source International |Light Bronze - Source International 
14038368,CR-1b,VIIVA,https://content.designerpages.com/assets/82410630/SourceViiva.png,2025-12-09 18:39:58 UTC,,http://designerpages.com/manufacturers/source-international-2,Source International ,CHAIR - SPECIAL,,,"Armless chair with a wood back, upholstered waterfall seat, and four legs.","Model #: 151FL-LBNZ-WMD-PG|DIMENSIONS: |Overall Width: 19.5""|Overall Depth: 20""|Overall Height: 31.5""|Seat Height: 18""|FEATURES: |Seat: Upholstered waterfall seat.|Back: Wood back.|Legs/Frame : Metal leg with standard powder coat. 
Include glides for hard floor.",,,,,,26,Majorca - Arc-Com|Weathered Medium - Source International |Light Bronze - Source International 
14038368,CR-1c,VIIVA,https://content.designerpages.com/assets/82410632/SourceViiva.png,2025-12-09 18:39:59 UTC,,http://designerpages.com/manufacturers/source-international-2,Source International ,CHAIR - SPECIAL,,,"Armless chair with a wood back, upholstered waterfall seat, and four legs.","Model #: 151FL-LBNZ-WMD-PG|DIMENSIONS: |Overall Width: 19.5""|Overall Depth: 20""|Overall Height: 31.5""|Seat Height: 18""|FEATURES: |Seat: Upholstered waterfall seat.|Back: Wood back.|Legs/Frame : Metal leg with standard powder coat.
Include glides for hard floor.",,,,,,26,Arioso - Stinson|Weathered Medium - Source International |Light Bronze - Source International 
14056895,CS-1,LIMELITE,https://content.designerpages.com/assets/82412740/KILimelitepolysledbase.png,2025-12-09 18:40:00 UTC,,http://designerpages.com/manufacturers/ki,KI,CHAIR - STACKING,,,High-density armless chair with poly shell with sled base. ,"Model #: LL7100-PSP-CH |DIMENSIONS: |Width: 21.5""|Depth: 20.75""|Overall Height: 33.25""|Seat Height: 17.5""|FEATURES: |Seat & Back: One-piece polypropylene. |Base: Sled base with glides for hard floor. ",,,,,,123,Surf's Up - KI|Chrome - KI
13890772,CST-1,EPIX,https://content.designerpages.com/assets/82412687/KeilhauerEpixplasticshellwithsledbasecounterstool.png,2025-12-09 18:40:01 UTC,,http://designerpages.com/manufacturers/keilhauer,Keilhauer,STOOL,,,Counter stool with a plastic shell and sled base.,"Model #: 76205-PC05|DIMENSIONS: |Width: 20.5""|Depth: 21.5""|Overall Height: 37""|Seat Height: 23""|FEATURES: |Seat & Back: Plastic shell. |Base: Sled base.
Include glides for hard floor.",,,,,,42,Teal - Keilhauer|Shale - Keilhauer
14056585,CST-2,LUPO STOOL,https://content.designerpages.com/assets/82410656/VSLupostoolcounterheight.png,2025-12-09 18:40:01 UTC,,http://designerpages.com/manufacturers/vs-america,VS America ,STOOL,,,Counter height polypropylene skid stool with back and welded steel tube frame,"Model #: 03428|DIMENSIONS: |Seat Width: 14.6""|Seat Height: 22.05""|FEATURES: |Seat & Back: Polypropylene with air-cushion seat. |Frame: Welded steel tube with a U-shaped skid base.
Glides for hard floors. ",,,,,,250,Black Grey - VS America |Black - VS America 
14061295,CT-1,BOLTON,https://content.designerpages.com/assets/82432933/AISBolton.png,2025-12-09 18:40:02 UTC,,http://designerpages.com/manufacturers/ais,AIS ,CHAIR - TASK,,,Mid back task chair with upholstered seat and solid mesh back. ,"Model #: 4471C|DIMENSIONS: |Width: 26""|Depth: 24""|Overall Height: 38.75""|Seat Height: 16""-20""|Arm Height: 7.5""|FEATURES: |Seat: Upholstered seat.|Back: Mid back with body conforming lumbar support.|Arm: Height adjustable arms (1D).|Mechanism: Tension Adjustable Synchro-Tilt with Seat Slider.|Base/Frame: Polymer black base.|Casters: Soft wheel casters for hard floors. ",,,,,,160,Solid Mesh - AIS |Article - Carnegie Fabrics|Black - AIS 
14061298,DSK-1,TEXT,https://content.designerpages.com/assets/82432936/VircoTextDesk.png,2025-12-09 18:40:03 UTC,,http://designerpages.com/manufacturers/virco-2,Virco,DESK - STUDENT,,,Height-adjustable desk with hard plastic top and T-base legs.,"Model #: DESK-TD2128YADJM-GRY91-GRY02|DIMENSIONS: |Width: 28""|Depth: 21 3/8""|Height: 26"" - 34""|FEATURES: |Top: Hard plastic top|Frame: Metal",,,,,,93,Grey Nebula - Virco|Silver Mist - Virco
14057500,DSK-2,WORKUP,https://content.designerpages.com/assets/82414921/KIWorkuptable.png,2025-12-09 18:40:03 UTC,,http://designerpages.com/manufacturers/ki,KI,DESK - STUDENT,,,Rectangular height adjustable table.,"Model #: WU2454CB-74P-NMP-R-LWL-WG|DIMENSIONS: |Width: 54""|Depth: 24""|Height: 28""–47"" (Counterbalance).|FEATURES: |Top: Laminate|Edge: 74P - Finish to match the top. |Modesty Panel: No modesty panel. |Base / Foot: Rolling T-bases in powder coat. |Frame / Inner Column : Silver (ISV).|Accessories: Includes receptacles and 4 wire management clips (AC434).
Includes trough to keeps wires enclosed and tidy. ",,,,,,112,White Nebula - KI|Warm Grey - KI|Silver - KI
14070195,DSK-3,GENESIS,https://content.designerpages.com/assets/82462013/DSK3KIGenesis.PNG,2026-01-08 16:33:12 UTC,,http://designerpages.com/manufacturers/ki,KI,DESK - STUDENT,,,"Height adjustable desk with laminate surface, metal legs, and wire trough.","Model #: GSRE3042S|DIMENSIONS: |Width: 42""|Depth: 30""|Height: 24"" - 51""|FEATURES: |Top: Plastic Laminate |Edge: 74P Edge|Base: Metal|Electric Contol: Standard|PowerUp Module: (PUN) No PowerUp Module|Modesty Panel: (NM) No Modesty Panel|Wire Trough: (WW) Wire trough",,,,,,8,Beigewood - KI|Warm Grey - KI
14054206,DTE-1,ARISE Double,https://content.designerpages.com/assets/82410695/ArtcobellArisedoubletable.png,2025-12-09 18:40:04 UTC,,http://designerpages.com/manufacturers/artcobell,Artcobell,DESK - TEACHER,,,Adjustable height desk with frosted modesty panel.,"Desk Model #: ATPA2F|Modesty Panel Model #: TA-SA1236.F|DESK DIMENSIONS: |Width: 54""|Depth: 30""|Height: 29"" - 48.5""|MODESTY PANEL DIMENSIONS: |Width: 36""|Height: 12""|DESK FEATURES: |Top: Plastic Laminate |Edge: Plastic Edge|Base: Metal",,,,,,69,Jubilee Oak - Artcobell|Titanium - Artcobell|M - Titanium - Artcobell
14057504,DTE-2,ECO TABLE-R,https://content.designerpages.com/assets/82414930/VSEcoTable.png,2025-12-09 18:40:05 UTC,,http://designerpages.com/manufacturers/vs-america,VS America ,DESK - TEACHER,,,Rectangular table with round legs and drawers. ,"Model #: 23031|DIMENSIONS: |Width: 59.1""|Depth: 25.6""|Height: 29.15""|FEATURES: |Top: Laminate. |Edge: 74P - Finish to match the top. |Drawers / Front : Laminate, located on the right of the table.|Handle: Metal bow handle, Ni-plate with locking.|Panel: Enclosed with screens.|Base/Frame: Powder coated welded round steel legs with a rectangular steel top frame.|Glides: Include glides for hard floors. ",,,,,,30,Natural Oak - VS America |Grey White - VS America |Arctic - VS America 
14057506,DTE-3,ECO TABLE-R,https://content.designerpages.com/assets/82414932/VSEcoTable.png,2025-12-09 18:40:06 UTC,,http://designerpages.com/manufacturers/vs-america,VS America ,DESK - TEACHER,,,Rectangular table with round legs and drawers. ,"Model #: 23021|DIMENSIONS: |Width: 51.2""|Depth: 25.6""|Height: 29.15""|FEATURES: |Top: Laminate. |Edge: 74P - Finish to match the top. |Drawers / Front : Laminate, located on the right of the table.|Handle : Metal bow handle, Ni-plate with locking. |Panel: Enclosed with screens.|Base/Frame: Powder coated welded round steel legs with a rectangular steel top frame.|Glides: Include glides for hard floors. ",,,,,,5,Natural Oak - VS America |Grey White - VS America |Arctic - VS America 
14057005,DTE-4,WORKUP,https://content.designerpages.com/assets/82413184/KIWorkuptable.png,2025-12-09 18:40:07 UTC,,http://designerpages.com/manufacturers/ki,KI,DESK - TEACHER,,,Rectangular height adjustable table with power module. ,"Model #: WU2460CB-74P-NMP-R-LWL-WG|DIMENSIONS: |Width: 60""|Depth: 24""|Height: 28""-47"" (Counterbalance).
28""–47"" (Counterbalance).|FEATURES: |Top: Laminate|Edge: 74P - Finish to match the top. |Modesty Panel: No modesty panel. |Base / Foot: Rolling T-bases in powder coat. |Frame / Inner Column : Silver (ISV).|Power Module: Includes Dean Clamp-on power module (36"" corded), two 3-prong receptacles, one USB-A and one USB-C charging port. Includes two strain-relief clips for wire management.
Includes trough to keeps wires enclosed and tidy. ",,,,,,14,White Nebula - KI|Warm Grey - KI|Silver - KI
14060101,EE-DT,SHEERLINE,https://content.designerpages.com/assets/82426499/FleetwoodSheerlinesciencedemotable.png,2025-12-09 18:40:07 UTC,,http://designerpages.com/manufacturers/fleetwood-furniture,Fleetwood Furniture,EQUIPMENT,,,Demonstration table with phenolic top worksurface and on casters. ,"Model #: 172074|DIMENSIONS: |Width: 50""|Depth: 30""|Height: 34.25""|FEATURES: |Worksurface: Phenolic top.|Case: Painted metal frame with metal bottom panel. |Shelves: Painted metal shelves; (2) shelves, one (1) adjustable.|Door: Keyed-alike cylinder lock with arch pull.|Mobility: 5"" post casters - 2 locking and 2 non-locking. ",,,,,,8,Greige - Fleetwood Furniture|Black - Fleetwood Furniture
14057394,EE-EB,FAMILY PRACTICE TABLE WITH STEP STOOL,https://content.designerpages.com/assets/82414653/ClintonIndustriesExamBedstepstool.png,2025-12-09 18:40:08 UTC,,http://designerpages.com/manufacturers/clinton-industries,Clinton Industries,EQUIPMENT,,,Exam table with step stool and paper cutter.,"Model #: 8890-040.|DIMENSIONS: |Width: 28.5""|Depth: 58""/72"" extended.|Height: 31""|FEATURES: |Table: Upholstery over 2"" firm, foam padding with adjustable backrest. |Base: Plastic laminate with adjustable feet for leveling. Large side storage compartment with shelf is accessible from both sides|Step Stool: Handy, pull-out, welded steel, step stool. |Accessories: Include paper dispenser.",,,,,,2,Warm Gray - Clinton Industries|Gray - Clinton Industries
14060104,EE-ESD,ESD WORKBENCH,https://content.designerpages.com/assets/82426507/FormaspaceESDworkbenchblack.png,2025-12-09 18:40:09 UTC,,http://designerpages.com/manufacturers/formaspace-2,FormaSpace,EQUIPMENT,,,Rectangular ESD workbench with shelves and lighting.,"Model #: Custom.|DIMENSIONS: |Width: 72""|Depth: 30""|Height: 30""|FEATURES: |Worksurface: ESD Laminate|Frame: Fixed height with standard painted metal and center spreader position.|Feet: Adjustable leveler.|Upper Shelves: Two (2) flat upper shelves, 15"" shelf depth with HPL finish.|Lighting : Include under shelf light and over head light.|Power Outlets: 16 plugs in up position.|Bins: Include bin with rails. |Back Board: Peg Board. |Wire management: Include wire management underneath worksurface and grommets on each end of worksurface. ",,,,,,3,Black - FormaSpace|Gray - FormaSpace
